안나바, 알제리	라바 비타트 공항	AAE
조지타운, 바하마	엑서마 국제공항	GGT
글래스고, MT, 미국	글래스고 공항	GGW
글래스고, MT, 미국	Glasgow	GGW
글래스고, MT, 미국	Wokal Field	GGW
가르다이아, 알제리	무프디 자카리아 에어포트	GHA
거버너스 하버, 바하마	거버너스 하버 에어포트	GHB
Ghat, 리비아	Ghat	GHT
Camp Bay, Gibraltar	North Front	GIB
Catalan Bay, Gibraltar	North Front	GIB
Little Bay, Gibraltar	North Front	GIB
Rosia Bay, Gibraltar	North Front	GIB
지브롤터, 지브롤터	North Front	GIB
지브롤터, 지브롤터	노스프런트	GIB
갈레앙국제공항	리우데자네이루, 브라질	GIG
리우데자네이루, 브라질	Galeão Intl	GIG
리우데자네이루, 브라질	갈레앙국제공항	GIG
리우데자네이루, 브라질	Rio de Janeiro–Galeão Intl	GIG
길깃, 파키스탄	길기트 에어포트	GIL
기스번, 뉴질랜드	기즈번공항	GIS
시기리야, 스리랑카	Sigiriya	GIU
Jizan, Saudi Arabia	Jazan	GIZ
자잔, 사우디아라비아	지잔 리저널 에어포트	GIZ
자잔, 사우디아라비아	Jazan	GIZ
구아나야, 온두라스	구아나야 에어포트	GJA
지젤, 알제리	지젤 페르핫 압바스 공항	GJL
지젤, 알제리	Jijel	GJL
그랜드 정션, CO, 미국	그랜드정션지역공항	GJT
그랜드 정션, CO, 미국	Grand Junction Regnl	GJT
고로카, 파푸아뉴기니	고로카 에어포트	GKA
고로카, 파푸아뉴기니	Goroka	GKA
Viligili (Gaafu Alif Atoll), Maldives	Kooddoo	GKK
빌리길리, 몰디브	Kooddoo Atoll	GKK
빌리길리, 몰디브	Kooddoo	GKK
Drymen, United Kingdom	Glasgow Intl	GLA
Rowardennan, United Kingdom	Glasgow Intl	GLA
글래스고, 영국	글래스고공항	GLA
골피토, 코스타리카	골피토 에어포트	GLF
그린빌, MS, 미국	그린빌공항	GLH
Gaalkacyo, Somalia	Galcaio	GLK
Galcaio, 소말리아	Abdullahi Yusuf	GLK
Galcaio, 소말리아	압둘라히 유수프 국제공항	GLK
Guelmim, 모로코	Guelmime	GLN
Guelmim, 모로코	Goulimime	GLN
글로스터, 영국	글로스터셔 에어포트	GLO
글래드스톤, QLD, 호주	Gladstone	GLT
글래드스톤, QLD, 호주	글래드스톤공항	GLT
골로빈, AK, 미국	골로빈 에어포트	GLV
Galela, 인도네시아	Gamar Malamo	GLX
Galela, 인도네시아	Galela	GLX
Gemena, 콩고민주공화국	제메나 에어포트	GMA
Gambēla, 에티오피아	Gambela	GMB
Homyel, Belarus	Gomel	GME
고멜, 벨라루스	고멜 공항	GME
Lawanti, 나이지리아	곰베 로완티 인터내셔널 에어포트	GMO
김포 국제공항	서울, 대한민국	GMP
서울, 대한민국	Gimpo Intl	GMP
서울, 대한민국	김포 국제공항	GMP
서울, 대한민국	Kimpo Intl	GMP
골로그, 중국	Golog Maqin	GMQ
Rikitea, French Polynesia	Gambier Is	GMR
리키테아, 프랑스령 폴리네시아	토티제지 에어포트	GMR
리키테아, 프랑스령 폴리네시아	Totegegie	GMR
San Sebastián de la Gomera, Spain	La Gomera	GMZ
산세바스티안레라고메라, 스페인	라 고메라 에어포트	GMZ
산세바스티안레라고메라, 스페인	La Gomera	GMZ
Hrodna, Belarus	Grodna	GNA
그로드노, 벨라루스	그로드노 공항	GNA
그로드노, 벨라루스	Grodna	GNA
그르노블, 프랑스	Alpes–Isère	GNB
그르노블, 프랑스	그르노블-이제르 공항	GNB
세인트 조지, GRD	모리스 비숍 국제공항	GND
세인트 조지, 그레나다	모리스 비숍 국제공항	GND
세인트 조지, 그레나다	Maurice Bishop Intl	GND
세인트 조지, 그레나다	Point Saline Intl	GND
Bonfire Island, Taiwan	Green Island	GNI
Kasho Island, Taiwan	Green Island	GNI
Ludao, Taiwan	Green Island	GNI
루다오 향, 대만	뤼다오공항	GNI
루다오 향, 대만	Lyudao	GNI
헤네랄로카, 아르헨티나	General Roca	GNR
Gunungsitoli, 인도네시아	비나카 에어포트	GNS
Goodnews Bay, AK, 미국	굿뉴스 에어포트	GNU
게인즈빌, FL, 미국	Gainesville Regional	GNV
게인즈빌, FL, 미국	케인스빌지역공항	GNV
Urfa, Turkey	GAP Intl	GNY
샤늘르우르파, 터키	GAP Intl	GNY
제노바, 이탈리아	Cristoforo Colombo	GOA
제노바, 이탈리아	제노아 크리스토포로 콜롬보 공항	GOA
누크, GRL	누크 공항	GOH
누크, 그린란드	누크 공항	GOH
누크, 그린란드	Nuuk	GOH
Vasco da Gama, India	Dabolim	GOI
바스코 다가마, 인도	Dabolim	GOI
바스코 다가마, 인도	Goa Intl	GOI
바스코 다가마, 인도	다보림 에어포트	GOI
니주니노브고로드, 러시아	니즈니노브고로드국제공항	GOJ
니주니노브고로드, 러시아	Nizhniy Novgorod	GOJ
고마, 콩고민주공화국	고마 국제공항	GOM
고라크푸르, 인도	고라크푸르 에어포트	GOP
고라크푸르, 인도	Gorakhpur	GOP
거얼무, 중국	거얼무 에어포트	GOQ
Goeteborg, Sweden	Landvetter	GOT
예테보리, 스웨덴	예테보리-란드베테르 공항	GOT
예테보리, 스웨덴	Landvetter	GOT
가루아, 카메룬	Garoua	GOU
가루아, 카메룬	가루아 에어포트	GOU
눌룬바이, NT, 호주	고브 에어포트	GOV
눌룬바이, NT, 호주	Nhulunbuy	GOV
파트라스, 그리스	Araxos	GPA
파트라스, 그리스	아락소스 에어포트	GPA
과라푸아바, 브라질	구아라푸아바 에어포트	GPB
과피, 콜롬비아	과피 에어포트	GPI
발트라, 에콰도르	발트라공항	GPS
발트라, 에콰도르	Seymour	GPS
Gulfport, MS	Biloxi Regional	GPT
걸프포트, MS, 미국	걸프포트-빌럭시 국제공항	GPT
그린베이, WI, 미국	Austin-Straubel	GRB
그린베이, WI, 미국	오스틴-스트로벨국제공항	GRB
그랜드 아일랜드, NE, 미국	센트럴 네브래스카 리저널 에어포트	GRI
조지, 남아프리카공화국	George	GRJ
조지, 남아프리카공화국	조지공항	GRJ
Killeen, TX	Fort Hood Regional	GRK
킬린, TX, 미국	Gray Aaf	GRK
킬린, TX, 미국	포트후드지역공항	GRK
킬린, TX, 미국	Fort Hood Regional	GRK
히로나, 스페인	Costa Brava	GRO
히로나, 스페인	Girona Costa Brava	GRO
히로나, 스페인	코스타 브라바공항	GRO
Groningen, Netherlands	Eelde	GRQ
흐로닝언, 네덜란드	Eelde	GRQ
흐로닝언, 네덜란드	엘데 흐로닝언 공항	GRQ
Grand Rapids, MI	Gerald R. Ford Intl	GRR
그랜드래피즈, MI, 미국	Gerald R. Ford Intl	GRR
그랜드래피즈, MI, 미국	제럴드 R. 포드 국제공항	GRR
과룰류스국제공항	상파울루, 브라질	GRU
상파울루, 브라질	Cumbica	GRU
상파울루, 브라질	과룰류스국제공항	GRU
상파울루, 브라질	Guarulhos Intl	GRU
상파울루, 브라질	Sao Paulo Guarulhos	GRU
그로즈니, 러시아	Groznyj	GRV
그로즈니, 러시아	그로즈니 에어포트	GRV
산타크루즈 다 그라치오사, 포르투갈	그라시오자 아일랜드 에어포트	GRW
그라나다, 스페인	Federico Garcia Lorca	GRX
그라나다, 스페인	그라나다공항	GRX
그라나다, 스페인	Granada-Jaen	GRX
그라츠, 오스트리아	그라츠공항	GRZ
그라츠, 오스트리아	Thalerhof	GRZ
Qeshm, 이란	Gheshm	GSM
Qeshm, 이란	Qeshm Intl	GSM
그린즈버러, NC, 미국	피에몬트 트라이어드 국제공항	GSO
그린즈버러, NC, 미국	Piedmont Triad Intl	GSO
그린빌, 사우스캐롤라이나주, 미국	그린빌-스파턴버그 국제공항	GSP
그린빌, 사우스캐롤라이나주, 미국	Greenville Spartanburg Intl	GSP
Sabi Sabi, 남아프리카공화국	Sabi Sabi	GSS
구스타버스, AK, 미국	구스타브 에어포트	GST
구스타버스, AK, 미국	Gustavus Arpt	GST
사라토프, 러시아	Gagarin	GSV
그루트아일런드, NT, 호주	Alyangula	GTE
그루트아일런드, NT, 호주	Groote Eylandt	GTE
그루트아일런드, NT, 호주	그루트아일런드 에어포트	GTE
그레이트 폴스, MT, 미국	그레이트폴스국제공항	GTF
Gorontalo, Indonesia	Tolotio	GTO
고론탈로, 인도네시아	잘랄루딘 에어포트	GTO
고론탈로, 인도네시아	Tolotio	GTO
콜럼버스, MS, 미국	Golden Triangle Reg.	GTR
콜럼버스, MS, 미국	골든 트라이앵글 리저널 에어포트	GTR
Grumeti Game Reserve, 탄자니아	Kirawira B	GTZ
과테말라, 과테말라	La Aurora	GUA
과테말라, 과테말라	라 아우로라국제공항	GUA
거니슨, CO, 미국	거니슨크레스트버트지역공항	GUC
거니슨, CO, 미국	Gunnison	GUC
Tamuning, Guam	Guam Intl	GUM
Tumon, Guam	Guam Intl	GUM
타무닝, 괌	Antonio B. Won Pat Intl	GUM
타무닝, 괌	Guam Intl	GUM
타무닝, 괌	비원팻 국제공항	GUM
알로타우, 파푸아뉴기니	Alotau	GUR
알로타우, 파푸아뉴기니	거니 에어포트	GUR
아티라우, 카자흐스탄	Atyrau	GUW
아티라우, 카자흐스탄	아테라우 공항	GUW
제네바, 스위스	Geneve-Cointrin	GVA
제네바, 스위스	제네바국제공항	GVA
고베르나도르발라다레스, 브라질	고베르나도르발라다리스 에어포트	GVR
그와다르, 파키스탄	Gwadar	GWD
그와다르, 파키스탄	과다르 국제공항	GWD
그왈리오르, 인도	Gwalior	GWL
그왈리오르, 인도	괄리오르공항	GWL
베스터란트, 독일	실트공항	GWT
베스터란트, 독일	Westerland Sylt	GWT
골웨이, 아일랜드	골웨이 에어포트	GWY
샤허, 중국	Gannan Xiahe	GXH
구아야라메린, 볼리비아	과야라메린 에어포트	GYA
바쿠, 아제르바이잔	Heydar Aliyev	GYD
바쿠, 아제르바이잔	헤이다르 알리예프 국제공항	GYD
헤이다르 알리예프 국제공항	바쿠, 아제르바이잔	GYD
과야킬, Ecuador	호세호아킨데올메도국제공항	GYE
과야킬, 에콰도르	호세호아킨데올메도국제공항	GYE
과야킬, 에콰도르	Jose Joaquin de Olmedo	GYE
과야킬, 에콰도르	Simon Boliva	GYE
Goiânia, Brazil	Santa Genoveva	GYN
고이아니아, 브라질	산타 제노베바 공항	GYN
광위안, 중국	Guang Yuan	GYS
구위안, 중국	Guyuan Liupanshan	GYU
Garze, China	Ganzi	GZG
간쯔, 중국	Ganzi	GZG
Ghizo Island, Solomon Islands	Gizo	GZO
기조, 솔로몬제도	Gizo	GZO
기조, 솔로몬제도	누사투페 에어포트	GZO
가지파사, 터키	Gazipasa-Alanya Airport	GZP
가지파사, 터키	Gazipasa	GZP
가지파사, 터키	가지파사 에어포트	GZP
Antep, Turkey	Gaziantep	GZT
가지안테프, 터키	Gaziantep	GZT
가지안테프, 터키	오우젤리 공항	GZT
Hasvik, 노르웨이	하스비크 에어포트	HAA
하치조, 일본	하치조지마	HAC
하치조, 일본	Hachijo Jima	HAC
할름스타드, 스웨덴	할름슈타드공항	HAD
할름스타드, 스웨덴	Halmstad	HAD
모로니, 코모로	프린스 사이드 이브라힘 국제공항	HAH
모로니, 코모로	Prince Said Ibrahim	HAH
모로니, 코모로	Moroni Intl	HAH
하노버, 독일	하노버공항	HAJ
하이커우, 중국	Haikou	HAK
하이커우, 중국	하이커우 메이란 국제공항	HAK
하이커우, 중국	Meilan Intl	HAK
함부르크, 독일	Fuhlsbüttel	HAM
함부르크, 독일	퓔스뷔텔공항	HAM
하노이, VNM	노이바이국제공항	HAN
하노이, 베트남	노이바이국제공항	HAN
하노이, 베트남	Noibai	HAN
하니마두, 몰디브	하니마드후 공항	HAQ
하일, 사우디아라비아	Hail	HAS
하일, 사우디아라비아	하일 리저널 에어포트	HAS
하우게순, 노르웨이	헤우게순 공항	HAU
아바나, 쿠바	호세마르티국제공항	HAV
호바트, TAS, 호주	호바트국제공항	HBA
호바트, TAS, 호주	Hobart	HBA
알렉산드리아, 이집트	Borg El Arab	HBE
알렉산드리아, 이집트	보르그 엘 아랍 공항	HBE
Haibei, 중국	Haibei	HBQ
후블리, 인도	후블리공항	HBX
후블리, 인도	Hubballi	HBX
허츠, 중국	Jin Cheng Jiang	HCJ
허츠, 중국	Hechi Jin Cheng Jiang	HCJ
Holy Cross, AK, 미국	홀리 크로스 에어포트	HCR
Seebad Heringsdorf, Germany	Heringsdorf	HDF
헤링스도르프, 독일	헤링스도르프 에어포트	HDF
한단, 중국	HanDan	HDG
Hamadān, 이란	Hamadan	HDM
Hayden, CO	Yampa Valley	HDN
헤이든, CO, 미국	얌파 밸리 에어포트	HDN
헤이든, CO, 미국	Yampa Valley	HDN
호드스프루트, 남아프리카공화국	호드스프루트공항	HDS
호드스프루트, 남아프리카공화국	Hoedspruit	HDS
핫야이, 태국	Hat Yai	HDY
핫야이, 태국	하트야이 국제공항	HDY
Herāt, 아프가니스탄	헤라트 인터내셔널 에어포트	HEA
헤호, 미얀마	헤호 에어포트	HEH
헤이허, 중국	Heihe	HEK
헤이허, 중국	헤이허 에어포트	HEK
헬싱키, Finland	헬싱키반타공항	HEL
헬싱키, 핀란드	헬싱키반타공항	HEL
Irakleion, Greece	N. Kazantzakis Apt.	HER
이라클리온, 그리스	N. Kazantzakis Apt.	HER
이라클리온, 그리스	이라클리온 국제공항	HER
이라클리온, 그리스	Nikos Kazantzakis	HER
Huhehaote, China	Hohhot	HET
Lamawan, China	Hohhot	HET
후허하오터, 중국	후허하오터바이타국제공항	HET
후허하오터, 중국	Hohhot	HET
허페이, 중국	Hefei	HFE
허페이, 중국	허페이루어강국제공항	HFE
허페이, 중국	Xinqiao Intl	HFE
하그포스, 스웨덴	Hagfors	HFS
하그포스, 스웨덴	하그포르스 에어포트	HFS
함메르페스트, 노르웨이	하메르페스트공항	HFT
하르게이사, Somalia	하르게이사 국제공항	HGA
하르게이사, 소말리아	하르게이사 국제공항	HGA
휴엔덴, QLD, 호주	Hughenden	HGD
항저우, 중국	샤오산국제공항	HGH
매홍손, 태국	매홍손공항	HGN
매홍손, 태국	Mae Hong Son	HGN
Korhogo, 코트디부아르	코로고 에어포트	HGO
Hagerstown, MD	Wash. County	HGR
해거스타운, MD, 미국	해거스타운 리저널 에어포트	HGR
Mount Hagen, Papua New Guinea	Kagamuga	HGU
하겐산, 파푸아뉴기니	카가무가공항	HGU
하겐산, 파푸아뉴기니	Kagamuga	HGU
힐턴 헤드 아일랜드, SC, 미국	Hilton Head	HHH
힐턴 헤드 아일랜드, SC, 미국	힐턴 헤드공항	HHH
프랑크푸르트암마인, 독일	Frankfurt-Hahn	HHN
프랑크푸르트암마인, 독일	프랑크푸르트한공항	HHN
Amphoe Hua Hin, Thailand	Hua Hin	HHQ
Ban Hua Hin, Thailand	Hua Hin	HHQ
후아힌, 태국	후아힌공항	HHQ
후아힌, 태국	Hua Hin	HHQ
후아힌, 태국	Hua Hin (Prachuap Khiri Khan)	HHQ
호손, CA, 미국	Hawthorne	HHR
호손, CA, 미국	호손 뮤니시플 에어포트	HHR
화이안, 중국	Huaiyin Lianshui	HIA
히빙, MN, 미국	히빙공항	HIB
혼 아일랜드, QLD, 호주	혼 아일랜드 에어포트	HID
히로시마, 일본	히로시마 공항	HIJ
히로시마, 일본	Hiroshima	HIJ
진주, 대한민국	사천 공항	HIN
진주, 대한민국	Sacheon	HIN
호니아라, SLB	호니아라 국제공항	HIR
호니아라, 솔로몬제도	Henderson Intl	HIR
호니아라, 솔로몬제도	호니아라 국제공항	HIR
헤이먼 섬, QLD, 호주	Hayman Island	HIS
화이화, 중국	즈장 에어포트	HJJ
화이화, 중국	Zhijiang	HJJ
카주라호, 인도	크하주라호공항	HJR
Healy River, AK, 미국	Healy Lake	HKB
하코다테, 일본	Hakodate	HKD
하코다테, 일본	하코다테공항	HKD
홍콩, 홍콩	홍콩 국제공항	HKG
홍콩, 홍콩	Hong Kong Intl	HKG
호키티카, 뉴질랜드	호키티카공항	HKK
호키티카, 뉴질랜드	Hokitika Arpt	HKK
Hoskins, 파푸아뉴기니	호스킨스 에어포트	HKN
마사이 마라, 케냐	Mara North	HKR
Mueang Phuket, Thailand	Phuket	HKT
푸켓, 태국	푸켓국제공항	HKT
푸켓, 태국	Phuket	HKT
요하네스버그, 남아프리카공화국	란세리아국제공항	HLA
Hulunbuir, China	Hailar	HLD
후룬베이얼, 중국	Hailar	HLD
후룬베이얼, 중국	하이라얼 둥산 에어포트	HLD
Jamestown, Saint Helena, Ascension and Tristan da Cunha	Saint Helena	HLE
Jamestown, SHN	Saint Helena	HLE
Jamestown, 세인트헬레나	Saint Helena	HLE
우란하오터, 중국	Ulanhot	HLH
헬레나, MT, 미국	Helena	HLN
헬레나, MT, 미국	헬레나지역공항	HLN
자카르타, 인도네시아	Halim Perdana Kusuma	HLP
자카르타, 인도네시아	할림페르다나쿠수마국제공항	HLP
할림페르다나쿠수마국제공항	자카르타, 인도네시아	HLP
해밀턴, 뉴질랜드	Hamilton	HLZ
해밀턴, 뉴질랜드	해밀턴 국제공항	HLZ
한티만시스크, 러시아	한티-만시스크 에어포트	HMA
Suhaj, Egypt	Sohag Intl	HMB
소하그, 이집트	소하그 인터내셔널 에어포트	HMB
소하그, 이집트	Sohag Intl	HMB
Hassi Messaoud, Algeria	Oued Irara Apt	HME
하시 메사우드, 알제리	우에드 이라라 공항	HME
하시 메사우드, 알제리	Oued Irara Apt	HME
하미, 중국	하미공항	HMI
Hermosillo, Mexico	Gen Pesqueira Garcia	HMO
에르모시요, 멕시코	젠페스쿠에이라가르시아공항	HMO
에르모시요, 멕시코	Gen Pesqueira Garcia	HMO
헤마반, 스웨덴	Hemavan	HMV
헤마반, 스웨덴	헤마반 에어포트	HMV
하나마키, 일본	하나마키공항	HNA
도쿄, 일본	Haneda	HND
도쿄, 일본	하네다공항	HND
하네다공항	도쿄, 일본	HND
후나, AK, 미국	후나 에어포트	HNH
호놀룰루, 오아후섬, 하와이, 미국	호놀룰루국제공항	HNL
호놀룰루, 오아후섬, 하와이, 미국	Honolulu	HNL
하나, 마우이섬, 하와이, 미국	하나 에어포트	HNM
헤인즈, AK, 미국	하인즈공항	HNS
헝양, 중국	Hengyang	HNY
홉스, NM, 미국	리아 카운티 리저널 에어포트	HOB
홉스, NM, 미국	Lea County	HOB
Huay Xai, Laos	Houeisay	HOE
후에이사이, 라오스	반 훼이싸이 공항	HOE
알 호푸프, 사우디아라비아	Al-Ahsa	HOF
알 호푸프, 사우디아라비아	Alahsa	HOF
알 호푸프, 사우디아라비아	알라히사공항	HOF
Holguín, 쿠바	Frank Pais	HOG
Hao, 프랑스령 폴리네시아	하오 에어포트	HOI
호머, AK, 미국	호머공항	HOM
Huron, SD	Howes	HON
휴런, SD, 미국	휴런지역공항	HON
휴런, SD, 미국	Howes	HON
호르타, 포르투갈	호르타공항	HOR
핫스프링스, AR, 미국	메모리얼 필드 에어포트	HOT
휴스턴, 텍사스주, 미국	Hobby	HOU
휴스턴, 텍사스주, 미국	모든 공항	HOU
휴스턴, 텍사스주, 미국	William P Hobby	HOU
Volda, Norway	Hovden	HOV
볼다, 노르웨이	오르스타-볼다 에어포트 호브덴	HOV
Homalin, 미얀마	Homalin	HOX
Hooper Bay, AK, 미국	후퍼 베이 에어포트	HPB
Hongping, 중국	Shennongjia Hongping	HPG
Haiphong, Vietnam	Catbi	HPH
하이퐁, 베트남	Catbi	HPH
하이퐁, 베트남	캇바이국제공항	HPH
White Plains, NY	Westchester County	HPN
화이트 플레인스, NY, 미국	웨스트체스터 카운티공항	HPN
화이트 플레인스, NY, 미국	Westchester County	HPN
Haerbin, China	Harbin	HRB
하얼빈, 중국	Harbin	HRB
하얼빈, 중국	타이핑국제공항	HRB
하라레, Zimbabwe	하라레 국제공항	HRE
하라레, ZWE	하라레 국제공항	HRE
하라레, 짐바브웨	Harare	HRE
하라레, 짐바브웨	하라레 국제공항	HRE
후르가다, 이집트	후르가다 국제공항	HRG
후르가다, 이집트	Hurghada	HRG
함반토타, 스리랑카	Mattala Rajapaksa Int'l	HRI
하르코프, 우크라이나	하르키우 국제공항	HRK
하르코프, 우크라이나	Kharkiv Intl	HRK
